#1
double Inf_Ss(1345,5)  # t steady dry rain strm
-2.0000000000 -1 0 1 2
1.3645833333 69.5 43.95 43.95 43.95
1.3750000000 69.5 48.77 48.77 48.77
1.3854166667 69.5 59.89 59.89 59.89
1.3958333333 69.5 71.46 71.46 71.46
1.4062500000 69.5 80.01 80.01 80.01
1.4166666667 69.5 94.9 94.9 94.9
1.4270833333 69.5 105.78 105.78 105.78
1.4375000000 69.5 115.21 115.21 115.21
1.4479166667 69.5 120.01 120.01 120.01
1.4583333333 69.5 118.97 118.97 118.97
1.4687500000 69.5 112.11 112.11 112.11
1.4791666667 69.5 102.46 102.46 102.46
1.4895833333 69.5 94.81 94.81 94.81
1.5000000000 69.5 88.38 88.38 88.38
1.5104166667 69.5 81.29 81.29 81.29
1.5208333333 69.5 75.77 75.77 75.77
1.5312500000 69.5 70.37 70.37 70.37
1.5416666667 69.5 68.28 68.28 68.28
1.5520833333 69.5 67.03 67.03 67.03
1.5625000000 69.5 66.77 66.77 66.77
1.5729166667 69.5 67.08 67.08 67.08
1.5833333333 69.5 68.09 68.09 68.09
1.5937500000 69.5 68.72 68.72 68.72
1.6041666667 69.5 68.31 68.31 68.31
1.6145833333 69.5 65.17 65.17 65.17
1.6250000000 69.5 61.65 61.65 61.65
1.6354166667 69.5 59.76 59.76 59.76
1.6458333333 69.5 58.95 58.95 58.95
1.6562500000 69.5 59.39 59.39 59.39
1.6666666667 69.5 60.21 60.21 60.21
1.6770833333 69.5 62.43 62.43 62.43
1.6875000000 69.5 65.87 65.87 65.87
1.6979166667 69.5 65.62 65.62 65.62
1.7083333333 69.5 64 64 64
1.7187500000 69.5 59.54 59.54 59.54
1.7291666667 69.5 58.34 58.34 58.34
1.7395833333 69.5 57.34 57.34 57.34
1.7500000000 69.5 58.69 58.69 58.69
1.7604166667 69.5 60.47 60.47 60.47
1.7708333333 69.5 63.25 63.25 63.25
1.7812500000 69.5 62.37 62.37 62.37
1.7916666667 69.5 62.22 62.22 62.22
1.8020833333 69.5 62.01 62.01 62.01
1.8125000000 69.5 66.41 66.41 66.41
1.8229166667 69.5 67.19 67.19 67.19
1.8333333333 69.5 68.47 68.47 68.47
1.8437500000 69.5 71.89 71.89 71.89
1.8541666667 69.5 75.64 75.64 75.64
1.8645833333 69.5 77.44 77.44 77.44
1.8750000000 69.5 80.08 80.08 80.08
1.8854166667 69.5 82.6 82.6 82.6
1.8958333333 69.5 83.84 83.84 83.84
1.9062500000 69.5 84.22 84.22 84.22
1.9166666667 69.5 83.38 83.38 83.38
1.9270833333 69.5 82 82 82
1.9375000000 69.5 80.14 80.14 80.14
1.9479166667 69.5 77.75 77.75 77.75
1.9583333333 69.5 75.62 75.62 75.62
1.9687500000 69.5 71.87 71.87 71.87
1.9791666667 69.5 69.46 69.46 69.46
1.9895833333 69.5 67.5 67.5 67.5
2.0000000000 69.5 63.63 63.63 63.63
2.0104166667 69.5 61.67 61.67 61.67
2.0208333333 69.5 61.72 61.72 61.72
2.0312500000 69.5 62.16 62.16 62.16
2.0416666667 69.5 64.58 64.58 64.58
2.0520833333 69.5 67.85 67.85 67.85
2.0625000000 69.5 72.14 72.14 72.14
2.0729166667 69.5 72.47 72.47 72.47
2.0833333333 69.5 69.76 69.76 69.76
2.0937500000 69.5 67.5 67.5 67.5
2.1041666667 69.5 62.84 62.84 62.84
2.1145833333 69.5 62.24 62.24 62.24
2.1250000000 69.5 53.74 53.74 53.74
2.1354166667 69.5 54.45 54.45 54.45
2.1458333333 69.5 50.07 50.07 50.07
2.1562500000 69.5 46.35 46.35 46.35
2.1666666667 69.5 44.36 44.36 44.36
2.1770833333 69.5 42.58 42.58 42.58
2.1875000000 69.5 40 40 40
2.1979166667 69.5 40.39 40.39 40.39
2.2083333333 69.5 40.78 40.78 40.78
2.2187500000 69.5 40.47 40.47 40.47
2.2291666667 69.5 40.84 40.84 40.84
2.2395833333 69.5 40.47 40.47 40.47
2.2500000000 69.5 40.51 40.51 40.51
2.2604166667 69.5 40.52 40.52 40.52
2.2708333333 69.5 40.31 40.31 40.31
2.2812500000 69.5 40.12 40.12 40.12
2.2916666667 69.5 40.05 40.05 40.05
2.3020833333 69.5 40.34 40.34 40.34
2.3125000000 69.5 40.58 40.58 40.58
2.3229166667 69.5 40.89 40.89 40.89
2.3333333333 69.5 41.17 41.17 41.17
2.3437500000 69.5 41.86 41.86 41.86
2.3541666667 69.5 42.42 42.42 42.42
2.3645833333 69.5 43.95 43.95 43.95
2.3750000000 69.5 48.77 48.77 48.77
2.3854166667 69.5 59.89 59.89 59.89
2.3958333333 69.5 71.46 71.46 71.46
2.4062500000 69.5 80.01 80.01 80.01
2.4166666667 69.5 94.9 94.9 94.9
2.4270833333 69.5 105.78 105.78 105.78
2.4375000000 69.5 115.21 115.21 115.21
2.4479166667 69.5 120.01 120.01 120.01
2.4583333333 69.5 118.97 118.97 118.97
2.4687500000 69.5 112.11 112.11 112.11
2.4791666667 69.5 102.46 102.46 102.46
2.4895833333 69.5 94.81 94.81 94.81
2.5000000000 69.5 88.38 88.38 88.38
2.5104166667 69.5 81.29 81.29 81.29
2.5208333333 69.5 75.77 75.77 75.77
2.5312500000 69.5 70.37 70.37 70.37
2.5416666667 69.5 68.28 68.28 68.28
2.5520833333 69.5 67.03 67.03 67.03
2.5625000000 69.5 66.77 66.77 66.77
2.5729166667 69.5 67.08 67.08 67.08
2.5833333333 69.5 68.09 68.09 68.09
2.5937500000 69.5 68.72 68.72 68.72
2.6041666667 69.5 68.31 68.31 68.31
2.6145833333 69.5 65.17 65.17 65.17
2.6250000000 69.5 61.65 61.65 61.65
2.6354166667 69.5 59.76 59.76 59.76
2.6458333333 69.5 58.95 58.95 58.95
2.6562500000 69.5 59.39 59.39 59.39
2.6666666667 69.5 60.21 60.21 60.21
2.6770833333 69.5 62.43 62.43 62.43
2.6875000000 69.5 65.87 65.87 65.87
2.6979166667 69.5 65.62 65.62 65.62
2.7083333333 69.5 64 64 64
2.7187500000 69.5 59.54 59.54 59.54
2.7291666667 69.5 58.34 58.34 58.34
2.7395833333 69.5 57.34 57.34 57.34
2.7500000000 69.5 58.69 58.69 58.69
2.7604166667 69.5 60.47 60.47 60.47
2.7708333333 69.5 63.25 63.25 63.25
2.7812500000 69.5 62.37 62.37 62.37
2.7916666667 69.5 62.22 62.22 62.22
2.8020833333 69.5 62.01 62.01 62.01
2.8125000000 69.5 66.41 66.41 66.41
2.8229166667 69.5 67.19 67.19 67.19
2.8333333333 69.5 68.47 68.47 68.47
2.8437500000 69.5 71.89 71.89 71.89
2.8541666667 69.5 75.64 75.64 75.64
2.8645833333 69.5 77.44 77.44 77.44
2.8750000000 69.5 80.08 80.08 80.08
2.8854166667 69.5 82.6 82.6 82.6
2.8958333333 69.5 83.84 83.84 83.84
2.9062500000 69.5 84.22 84.22 84.22
2.9166666667 69.5 83.38 83.38 83.38
2.9270833333 69.5 82 82 82
2.9375000000 69.5 80.14 80.14 80.14
2.9479166667 69.5 77.75 77.75 77.75
2.9583333333 69.5 75.62 75.62 75.62
2.9687500000 69.5 71.87 71.87 71.87
2.9791666667 69.5 69.46 69.46 69.46
2.9895833333 69.5 67.5 67.5 67.5
3.0000000000 69.5 63.63 63.63 63.63
3.0104166667 69.5 61.67 61.67 61.67
3.0208333333 69.5 61.72 61.72 61.72
3.0312500000 69.5 62.16 62.16 62.16
3.0416666667 69.5 64.58 64.58 64.58
3.0520833333 69.5 67.85 67.85 67.85
3.0625000000 69.5 72.14 72.14 72.14
3.0729166667 69.5 72.47 72.47 72.47
3.0833333333 69.5 69.76 69.76 69.76
3.0937500000 69.5 67.5 67.5 67.5
3.1041666667 69.5 62.84 62.84 62.84
3.1145833333 69.5 62.24 62.24 62.24
3.1250000000 69.5 53.74 53.74 53.74
3.1354166667 69.5 54.45 54.45 54.45
3.1458333333 69.5 50.07 50.07 50.07
3.1562500000 69.5 46.35 46.35 46.35
3.1666666667 69.5 44.36 44.36 44.36
3.1770833333 69.5 42.58 42.58 42.58
3.1875000000 69.5 40 40 40
3.1979166667 69.5 40.39 40.39 40.39
3.2083333333 69.5 40.78 40.78 40.78
3.2187500000 69.5 40.47 40.47 40.47
3.2291666667 69.5 40.84 40.84 40.84
3.2395833333 69.5 40.47 40.47 40.47
3.2500000000 69.5 40.51 40.51 40.51
3.2604166667 69.5 40.52 40.52 40.52
3.2708333333 69.5 40.31 40.31 40.31
3.2812500000 69.5 40.12 40.12 40.12
3.2916666667 69.5 40.05 40.05 40.05
3.3020833333 69.5 40.34 40.34 40.34
3.3125000000 69.5 40.58 40.58 40.58
3.3229166667 69.5 40.89 40.89 40.89
3.3333333333 69.5 41.17 41.17 41.17
3.3437500000 69.5 41.86 41.86 41.86
3.3541666667 69.5 42.42 42.42 42.42
3.3645833333 69.5 43.95 43.95 43.95
3.3750000000 69.5 48.77 48.77 48.77
3.3854166667 69.5 59.89 59.89 59.89
3.3958333333 69.5 71.46 71.46 71.46
3.4062500000 69.5 80.01 80.01 80.01
3.4166666667 69.5 94.9 94.9 94.9
3.4270833333 69.5 105.78 105.78 105.78
3.4375000000 69.5 115.21 115.21 115.21
3.4479166667 69.5 120.01 120.01 120.01
3.4583333333 69.5 118.97 118.97 118.97
3.4687500000 69.5 112.11 112.11 112.11
3.4791666667 69.5 102.46 102.46 102.46
3.4895833333 69.5 94.81 94.81 94.81
3.5000000000 69.5 88.38 88.38 88.38
3.5104166667 69.5 81.29 81.29 81.29
3.5208333333 69.5 75.77 75.77 75.77
3.5312500000 69.5 70.37 70.37 70.37
3.5416666667 69.5 68.28 68.28 68.28
3.5520833333 69.5 67.03 67.03 67.03
3.5625000000 69.5 66.77 66.77 66.77
3.5729166667 69.5 67.08 67.08 67.08
3.5833333333 69.5 68.09 68.09 68.09
3.5937500000 69.5 68.72 68.72 68.72
3.6041666667 69.5 68.31 68.31 68.31
3.6145833333 69.5 65.17 65.17 65.17
3.6250000000 69.5 61.65 61.65 61.65
3.6354166667 69.5 59.76 59.76 59.76
3.6458333333 69.5 58.95 58.95 58.95
3.6562500000 69.5 59.39 59.39 59.39
3.6666666667 69.5 60.21 60.21 60.21
3.6770833333 69.5 62.43 62.43 62.43
3.6875000000 69.5 65.87 65.87 65.87
3.6979166667 69.5 65.62 65.62 65.62
3.7083333333 69.5 64 64 64
3.7187500000 69.5 59.54 59.54 59.54
3.7291666667 69.5 58.34 58.34 58.34
3.7395833333 69.5 57.34 57.34 57.34
3.7500000000 69.5 58.69 58.69 58.69
3.7604166667 69.5 60.47 60.47 60.47
3.7708333333 69.5 63.25 63.25 63.25
3.7812500000 69.5 62.37 62.37 62.37
3.7916666667 69.5 62.22 62.22 62.22
3.8020833333 69.5 62.01 62.01 62.01
3.8125000000 69.5 66.41 66.41 66.41
3.8229166667 69.5 67.19 67.19 67.19
3.8333333333 69.5 68.47 68.47 68.47
3.8437500000 69.5 71.89 71.89 71.89
3.8541666667 69.5 75.64 75.64 75.64
3.8645833333 69.5 77.44 77.44 77.44
3.8750000000 69.5 80.08 80.08 80.08
3.8854166667 69.5 82.6 82.6 82.6
3.8958333333 69.5 83.84 83.84 83.84
3.9062500000 69.5 84.22 84.22 84.22
3.9166666667 69.5 83.38 83.38 83.38
3.9270833333 69.5 82 82 82
3.9375000000 69.5 80.14 80.14 80.14
3.9479166667 69.5 77.75 77.75 77.75
3.9583333333 69.5 75.62 75.62 75.62
3.9687500000 69.5 71.87 71.87 71.87
3.9791666667 69.5 69.46 69.46 69.46
3.9895833333 69.5 67.5 67.5 67.5
4.0000000000 69.5 63.63 63.63 63.63
4.0104166667 69.5 61.67 61.67 61.67
4.0208333333 69.5 61.72 61.72 61.72
4.0312500000 69.5 62.16 62.16 62.16
4.0416666667 69.5 64.58 64.58 64.58
4.0520833333 69.5 67.85 67.85 67.85
4.0625000000 69.5 72.14 72.14 72.14
4.0729166667 69.5 72.47 72.47 72.47
4.0833333333 69.5 69.76 69.76 69.76
4.0937500000 69.5 67.5 67.5 67.5
4.1041666667 69.5 62.84 62.84 62.84
4.1145833333 69.5 62.24 62.24 62.24
4.1250000000 69.5 53.74 53.74 53.74
4.1354166667 69.5 54.45 54.45 54.45
4.1458333333 69.5 50.07 50.07 50.07
4.1562500000 69.5 46.35 46.35 46.35
4.1666666667 69.5 44.36 44.36 44.36
4.1770833333 69.5 42.58 42.58 42.58
4.1875000000 69.5 40 40 40
4.1979166667 69.5 40.39 40.39 40.39
4.2083333333 69.5 40.78 40.78 40.78
4.2187500000 69.5 40.47 40.47 40.47
4.2291666667 69.5 40.84 40.84 40.84
4.2395833333 69.5 40.47 40.47 40.47
4.2500000000 69.5 40.51 40.51 40.51
4.2604166667 69.5 40.52 40.52 40.52
4.2708333333 69.5 40.31 40.31 40.31
4.2812500000 69.5 40.12 40.12 40.12
4.2916666667 69.5 40.05 40.05 40.05
4.3020833333 69.5 40.34 40.34 40.34
4.3125000000 69.5 40.58 40.58 40.58
4.3229166667 69.5 40.89 40.89 40.89
4.3333333333 69.5 41.17 41.17 41.17
4.3437500000 69.5 41.86 41.86 41.86
4.3541666667 69.5 42.42 42.42 42.42
4.3645833333 69.5 43.95 43.95 43.95
4.3750000000 69.5 48.77 48.77 48.77
4.3854166667 69.5 59.89 59.89 59.89
4.3958333333 69.5 71.46 71.46 71.46
4.4062500000 69.5 80.01 80.01 80.01
4.4166666667 69.5 94.9 94.9 94.9
4.4270833333 69.5 105.78 105.78 105.78
4.4375000000 69.5 115.21 115.21 115.21
4.4479166667 69.5 120.01 120.01 120.01
4.4583333333 69.5 118.97 118.97 118.97
4.4687500000 69.5 112.11 112.11 112.11
4.4791666667 69.5 102.46 102.46 102.46
4.4895833333 69.5 94.81 94.81 94.81
4.5000000000 69.5 88.38 88.38 88.38
4.5104166667 69.5 81.29 81.29 81.29
4.5208333333 69.5 75.77 75.77 75.77
4.5312500000 69.5 70.37 70.37 70.37
4.5416666667 69.5 68.28 68.28 68.28
4.5520833333 69.5 67.03 67.03 67.03
4.5625000000 69.5 66.77 66.77 66.77
4.5729166667 69.5 67.08 67.08 67.08
4.5833333333 69.5 68.09 68.09 68.09
4.5937500000 69.5 68.72 68.72 68.72
4.6041666667 69.5 68.31 68.31 68.31
4.6145833333 69.5 65.17 65.17 65.17
4.6250000000 69.5 61.65 61.65 61.65
4.6354166667 69.5 59.76 59.76 59.76
4.6458333333 69.5 58.95 58.95 58.95
4.6562500000 69.5 59.39 59.39 59.39
4.6666666667 69.5 60.21 60.21 60.21
4.6770833333 69.5 62.43 62.43 62.43
4.6875000000 69.5 65.87 65.87 65.87
4.6979166667 69.5 65.62 65.62 65.62
4.7083333333 69.5 64 64 64
4.7187500000 69.5 59.54 59.54 59.54
4.7291666667 69.5 58.34 58.34 58.34
4.7395833333 69.5 57.34 57.34 57.34
4.7500000000 69.5 58.69 58.69 58.69
4.7604166667 69.5 60.47 60.47 60.47
4.7708333333 69.5 63.25 63.25 63.25
4.7812500000 69.5 62.37 62.37 62.37
4.7916666667 69.5 62.22 62.22 62.22
4.8020833333 69.5 62.01 62.01 62.01
4.8125000000 69.5 66.41 66.41 66.41
4.8229166667 69.5 67.19 67.19 67.19
4.8333333333 69.5 68.47 68.47 68.47
4.8437500000 69.5 71.89 71.89 71.89
4.8541666667 69.5 75.64 75.64 75.64
4.8645833333 69.5 77.44 77.44 77.44
4.8750000000 69.5 80.08 80.08 80.08
4.8854166667 69.5 82.6 82.6 82.6
4.8958333333 69.5 83.84 83.84 83.84
4.9062500000 69.5 84.22 84.22 84.22
4.9166666667 69.5 83.38 83.38 83.38
4.9270833333 69.5 82 82 82
4.9375000000 69.5 80.14 80.14 80.14
4.9479166667 69.5 77.75 77.75 77.75
4.9583333333 69.5 75.62 75.62 75.62
4.9687500000 69.5 71.87 71.87 71.87
4.9791666667 69.5 69.46 69.46 69.46
4.9895833333 69.5 67.5 67.5 67.5
5.0000000000 69.5 63.63 63.63 63.63
5.0104166667 69.5 61.67 61.67 61.67
5.0208333333 69.5 61.72 61.72 61.72
5.0312500000 69.5 62.16 62.16 62.16
5.0416666667 69.5 64.58 64.58 64.58
5.0520833333 69.5 67.85 67.85 67.85
5.0625000000 69.5 72.14 72.14 72.14
5.0729166667 69.5 72.47 72.47 72.47
5.0833333333 69.5 69.76 69.76 69.76
5.0937500000 69.5 67.5 67.5 67.5
5.1041666667 69.5 62.84 62.84 62.84
5.1145833333 69.5 62.24 62.24 62.24
5.1250000000 69.5 53.74 53.74 53.74
5.1354166667 69.5 54.45 54.45 54.45
5.1458333333 69.5 50.07 50.07 50.07
5.1562500000 69.5 46.35 46.35 46.35
5.1666666667 69.5 44.36 44.36 44.36
5.1770833333 69.5 42.58 42.58 42.58
5.1875000000 69.5 40 40 40
5.1979166667 69.5 40.39 40.39 40.39
5.2083333333 69.5 40.78 40.78 40.78
5.2187500000 69.5 40.47 40.47 40.47
5.2291666667 69.5 40.84 40.84 40.84
5.2395833333 69.5 40.47 40.47 40.47
5.2500000000 69.5 40.51 40.51 40.51
5.2604166667 69.5 40.52 40.52 40.52
5.2708333333 69.5 40.31 40.31 40.31
5.2812500000 69.5 40.12 40.12 40.12
5.2916666667 69.5 40.05 40.05 40.05
5.3020833333 69.5 40.34 40.34 40.34
5.3125000000 69.5 40.58 40.58 40.58
5.3229166667 69.5 40.89 40.89 40.89
5.3333333333 69.5 41.17 41.17 41.17
5.3437500000 69.5 41.86 41.86 41.86
5.3541666667 69.5 42.42 42.42 42.42
5.3645833333 69.5 43.95 43.95 43.95
5.3750000000 69.5 48.77 48.77 48.77
5.3854166667 69.5 59.89 59.89 59.89
5.3958333333 69.5 71.46 71.46 71.46
5.4062500000 69.5 80.01 80.01 80.01
5.4166666667 69.5 94.9 94.9 94.9
5.4270833333 69.5 105.78 105.78 105.78
5.4375000000 69.5 115.21 115.21 115.21
5.4479166667 69.5 120.01 120.01 120.01
5.4583333333 69.5 118.97 118.97 118.97
5.4687500000 69.5 112.11 112.11 112.11
5.4791666667 69.5 102.46 102.46 102.46
5.4895833333 69.5 94.81 94.81 94.81
5.5000000000 69.5 88.38 88.38 88.38
5.5104166667 69.5 81.29 81.29 81.29
5.5208333333 69.5 75.77 75.77 75.77
5.5312500000 69.5 70.37 70.37 70.37
5.5416666667 69.5 68.28 68.28 68.28
5.5520833333 69.5 67.03 67.03 67.03
5.5625000000 69.5 66.77 66.77 66.77
5.5729166667 69.5 67.08 67.08 67.08
5.5833333333 69.5 68.09 68.09 68.09
5.5937500000 69.5 68.72 68.72 68.72
5.6041666667 69.5 68.31 68.31 68.31
5.6145833333 69.5 65.17 65.17 65.17
5.6250000000 69.5 61.65 61.65 61.65
5.6354166667 69.5 59.76 59.76 59.76
5.6458333333 69.5 58.95 58.95 58.95
5.6562500000 69.5 59.39 59.39 59.39
5.6666666667 69.5 60.21 60.21 60.21
5.6770833333 69.5 62.43 62.43 62.43
5.6875000000 69.5 65.87 65.87 65.87
5.6979166667 69.5 65.62 65.62 65.62
5.7083333333 69.5 64 64 64
5.7187500000 69.5 59.54 59.54 59.54
5.7291666667 69.5 58.34 58.34 58.34
5.7395833333 69.5 57.34 57.34 57.34
5.7500000000 69.5 58.69 58.69 58.69
5.7604166667 69.5 60.47 60.47 60.47
5.7708333333 69.5 63.25 63.25 63.25
5.7812500000 69.5 62.37 62.37 62.37
5.7916666667 69.5 62.22 62.22 62.22
5.8020833333 69.5 62.01 62.01 62.01
5.8125000000 69.5 66.41 66.41 66.41
5.8229166667 69.5 67.19 67.19 67.19
5.8333333333 69.5 68.47 68.47 68.47
5.8437500000 69.5 71.89 71.89 71.89
5.8541666667 69.5 75.64 75.64 75.64
5.8645833333 69.5 77.44 77.44 77.44
5.8750000000 69.5 80.08 80.08 80.08
5.8854166667 69.5 82.6 82.6 82.6
5.8958333333 69.5 83.84 83.84 83.84
5.9062500000 69.5 84.22 84.22 84.22
5.9166666667 69.5 83.38 83.38 83.38
5.9270833333 69.5 82 82 82
5.9375000000 69.5 80.14 80.14 80.14
5.9479166667 69.5 77.75 77.75 77.75
5.9583333333 69.5 75.62 75.62 75.62
5.9687500000 69.5 71.87 71.87 71.87
5.9791666667 69.5 69.46 69.46 69.46
5.9895833333 69.5 67.5 67.5 67.5
6.0000000000 69.5 63.63 63.63 63.63
6.0104166667 69.5 61.67 61.67 61.67
6.0208333333 69.5 61.72 61.72 61.72
6.0312500000 69.5 62.16 62.16 62.16
6.0416666667 69.5 64.58 64.58 64.58
6.0520833333 69.5 67.85 67.85 67.85
6.0625000000 69.5 72.14 72.14 72.14
6.0729166667 69.5 72.47 72.47 72.47
6.0833333333 69.5 69.76 69.76 69.76
6.0937500000 69.5 67.5 67.5 67.5
6.1041666667 69.5 62.84 62.84 62.84
6.1145833333 69.5 62.24 62.24 62.24
6.1250000000 69.5 53.74 53.74 53.74
6.1354166667 69.5 54.45 54.45 54.45
6.1458333333 69.5 50.07 50.07 50.07
6.1562500000 69.5 46.35 46.35 46.35
6.1666666667 69.5 44.36 44.36 44.36
6.1770833333 69.5 42.58 42.58 42.58
6.1875000000 69.5 40 40 40
6.1979166667 69.5 40.39 40.39 40.39
6.2083333333 69.5 40.78 40.78 40.78
6.2187500000 69.5 40.47 40.47 40.47
6.2291666667 69.5 40.84 40.84 40.84
6.2395833333 69.5 40.47 40.47 40.47
6.2500000000 69.5 40.51 40.51 40.51
6.2604166667 69.5 40.52 40.52 40.52
6.2708333333 69.5 40.31 40.31 40.31
6.2812500000 69.5 40.12 40.12 40.12
6.2916666667 69.5 40.05 40.05 40.05
6.3020833333 69.5 40.34 40.34 40.34
6.3125000000 69.5 40.58 40.58 40.58
6.3229166667 69.5 40.89 40.89 40.89
6.3333333333 69.5 41.17 41.17 41.17
