#1
double Inf_Xnd(1346,5)  # t   steady   dry   rain   strm
-2.0000000000 -1 0 1 2
1.5729166667 10.59 14.57 14.57 14.57
1.5833333333 10.59 14.43 14.43 14.43
1.5937500000 10.59 14.2 14.2 14.2
1.6041666667 10.59 13.89 13.89 13.89
1.6145833333 10.59 13.6 13.6 13.6
1.6250000000 10.59 13.37 13.37 13.37
1.6354166667 10.59 13.09 13.09 13.09
1.6458333333 10.59 12.91 12.91 12.91
1.6562500000 10.59 12.66 12.66 12.66
1.6666666667 10.59 12.42 12.42 12.41
1.6770833333 10.59 12.16 12.16 12.16
1.6875000000 10.59 11.86 11.86 11.86
1.6979166667 10.59 11.58 11.58 11.57
1.7083333333 10.59 11.29 11.29 11.29
1.7187500000 10.59 11.03 11.03 11.03
1.7291666667 10.59 10.81 10.81 10.81
1.7395833333 10.59 10.73 10.73 10.73
1.7500000000 10.59 11.07 11.07 11.07
1.7604166667 10.59 11.2 11.2 11.2
1.7708333333 10.59 11.38 11.38 11.38
1.7812500000 10.59 11.39 11.39 11.39
1.7916666667 10.59 11.25 11.25 11.25
1.8020833333 10.59 10.86 10.86 10.86
1.8125000000 10.59 10.68 10.68 10.68
1.8229166667 10.59 10.99 10.99 10.99
1.8333333333 10.59 11.36 11.36 11.36
1.8437500000 10.59 11.63 11.63 11.63
1.8541666667 10.59 12.08 12.08 12.08
1.8645833333 10.59 11.99 11.99 11.99
1.8750000000 10.59 11.67 11.67 11.67
1.8854166667 10.59 11.69 11.69 11.69
1.8958333333 10.59 12.38 12.38 12.38
1.9062500000 10.59 12.58 12.58 12.58
1.9166666667 10.59 12.72 12.72 12.72
1.9270833333 10.59 12.9 12.9 12.9
1.9375000000 10.59 12.68 12.68 12.68
1.9479166667 10.59 13.25 13.25 13.25
1.9583333333 10.59 13.49 13.49 13.49
1.9687500000 10.59 13.57 13.57 13.57
1.9791666667 10.59 13.56 13.56 13.56
1.9895833333 10.59 13.47 13.47 13.47
2.0000000000 10.59 13.1 13.1 13.1
2.0104166667 10.59 12.84 12.84 12.84
2.0208333333 10.59 11.81 11.81 11.81
2.0312500000 10.59 11.81 11.81 11.81
2.0416666667 10.59 11.59 11.59 11.59
2.0520833333 10.59 11.38 11.38 11.38
2.0625000000 10.59 11.17 11.17 11.17
2.0729166667 10.59 10.92 10.92 10.92
2.0833333333 10.59 11.15 11.15 11.15
2.0937500000 10.59 10.75 10.75 10.75
2.1041666667 10.59 10.36 10.36 10.36
2.1145833333 10.59 10.06 10.06 10.06
2.1250000000 10.59 9.79 9.79 9.79
2.1354166667 10.59 9.38 9.38 9.38
2.1458333333 10.59 8.91 8.91 8.91
2.1562500000 10.59 8.44 8.44 8.44
2.1666666667 10.59 7.98 7.98 7.98
2.1770833333 10.59 7.53 7.53 7.53
2.1875000000 10.59 7.23 7.23 7.23
2.1979166667 10.59 6.91 6.91 6.91
2.2083333333 10.59 6.67 6.67 6.67
2.2187500000 10.59 6.6  6.6  6.6
2.2291666667 10.59 6.44 6.44 6.44
2.2395833333 10.59 6.4  6.4  6.4
2.2500000000 10.59 6.4  6.4  6.4
2.2604166667 10.59 6.39 6.39 6.39
2.2708333333 10.59 6.24 6.24 6.24
2.2812500000 10.59 6.12 6.12 6.12
2.2916666667 10.59 5.96 5.96 5.96
2.3020833333 10.59 5.85 5.85 5.85
2.3125000000 10.59 5.73 5.73 5.73
2.3229166667 10.59 5.65 5.65 5.65
2.3333333333 10.59 5.62 5.62 5.62
2.3437500000 10.59 5.64 5.64 5.64
2.3541666667 10.59 5.65 5.65 5.65
2.3645833333 10.59 5.64 5.64 5.64
2.3750000000 10.59 5.72 5.72 5.72
2.3854166667 10.59 5.84 5.84 5.84
2.3958333333 10.59 6.15 6.15 6.15
2.4062500000 10.59 6.56 6.56 6.56
2.4166666667 10.59 7.41 7.41 7.41
2.4270833333 10.59 8.54 8.54 8.53
2.4375000000 10.59 9.42 9.42 9.41
2.4479166667 10.59 10.45 10.45 10.45
2.4583333333 10.59 11.54 11.54 11.54
2.4687500000 10.59 12.66 12.66 12.66
2.4791666667 10.59 13.64 13.64 13.64
2.4895833333 10.59 14.47 14.47 14.47
2.5000000000 10.59 15.11 15.11 15.11
2.5104166667 10.59 15.25 15.25 15.25
2.5208333333 10.59 15.21 15.21 15.21
2.5312500000 10.59 15.14 15.14 15.14
2.5416666667 10.59 14.95 14.95 14.95
2.5520833333 10.59 14.9 14.9 14.9
2.5625000000 10.59 14.43 14.43 14.43
2.5729166667 10.59 14.66 14.66 14.66
2.5833333333 10.59 14.71 14.71 14.71
2.5937500000 10.59 14.53 14.53 14.53
2.6041666667 10.59 14.28 14.28 14.28
2.6145833333 10.59 13.72 13.72 13.72
2.6250000000 10.59 12.99 12.99 12.99
2.6354166667 10.59 13.38 13.38 13.38
2.6458333333 10.59 13.31 13.31 13.31
2.6562500000 10.59 13.02 13.02 13.02
2.6666666667 10.59 12.96 12.96 12.96
2.6770833333 10.59 12.34 12.34 12.34
2.6875000000 10.59 11.72 11.72 11.72
2.6979166667 10.59 11.47 11.47 11.47
2.7083333333 10.59 11.23 11.23 11.23
2.7187500000 10.59 11.15 11.15 11.15
2.7291666667 10.59 10.99 10.99 10.99
2.7395833333 10.59 10.78 10.78 10.78
2.7500000000 10.59 10.52 10.52 10.52
2.7604166667 10.59 10.42 10.42 10.41
2.7708333333 10.59 10.33 10.33 10.33
2.7812500000 10.59 10.26 10.26 10.26
2.7916666667 10.59 10.2 10.2 10.19
2.8020833333 10.59 10.68 10.68 10.68
2.8125000000 10.59 10.96 10.96 10.96
2.8229166667 10.59 11.13 11.13 11.13
2.8333333333 10.59 11.34 11.34 11.34
2.8437500000 10.59 11.07 11.07 11.07
2.8541666667 10.59 11.11 11.11 11.11
2.8645833333 10.59 11.57 11.57 11.57
2.8750000000 10.59 11.71 11.71 11.71
2.8854166667 10.59 11.87 11.87 11.87
2.8958333333 10.59 11.88 11.88 11.88
2.9062500000 10.59 11.55 11.55 11.55
2.9166666667 10.59 12.23 12.23 12.23
2.9270833333 10.59 12.44 12.44 12.44
2.9375000000 10.59 12.49 12.49 12.49
2.9479166667 10.59 12.47 12.47 12.47
2.9583333333 10.59 11.83 11.83 11.83
2.9687500000 10.59 12.44 12.44 12.44
2.9791666667 10.59 12.53 12.53 12.53
2.9895833333 10.59 12.72 12.72 12.72
3.0000000000 10.59 12.65 12.65 12.65
3.0104166667 10.59 12.3 12.3 12.3
3.0208333333 10.59 11.84 11.84 11.84
3.0312500000 10.59 11.53 11.53 11.53
3.0416666667 10.59 11.33 11.33 11.33
3.0520833333 10.59 11.71 11.71 11.71
3.0625000000 10.59 11.79 11.79 11.79
3.0729166667 10.59 12.01 12.01 12.01
3.0833333333 10.59 12.16 12.16 12.16
3.0937500000 10.59 11.27 11.27 11.27
3.1041666667 10.59 10.66 10.66 10.66
3.1145833333 10.59 10.19 10.19 10.19
3.1250000000 10.59 9.73 9.73 9.73
3.1354166667 10.59 9.3  9.3  9.3
3.1458333333 10.59 8.86 8.86 8.86
3.1562500000 10.59 8.36 8.36 8.36
3.1666666667 10.59 7.83 7.83 7.83
3.1770833333 10.59 7.36 7.36 7.36
3.1875000000 10.59 6.9  6.9  6.9
3.1979166667 10.59 6.47 6.47 6.47
3.2083333333 10.59 6.24 6.24 6.24
3.2187500000 10.59 5.95 5.95 5.95
3.2291666667 10.59 5.75 5.75 5.75
3.2395833333 10.59 5.6  5.6  5.6
3.2500000000 10.59 5.52 5.52 5.52
3.2604166667 10.59 5.42 5.42 5.42
3.2708333333 10.59 5.39 5.39 5.39
3.2812500000 10.59 5.4  5.4  5.4
3.2916666667 10.59 5.28 5.28 5.28
3.3020833333 10.59 5.2  5.2  5.2
3.3125000000 10.59 5.19 5.19 5.19
3.3229166667 10.59 5.22 5.22 5.22
3.3333333333 10.59 5.14 5.14 5.14
3.3437500000 10.59 5.1  5.1  5.1
3.3541666667 10.59 5.07 5.07 5.07
3.3645833333 10.59 5.02 5.02 5.02
3.3750000000 10.59 5.12 5.12 5.12
3.3854166667 10.59 5.14 5.14 5.14
3.3958333333 10.59 5.14 5.14 5.14
3.4062500000 10.59 5.47 5.47 5.47
3.4166666667 10.59 6.52 6.52 6.52
3.4270833333 10.59 7.46 7.46 7.46
3.4375000000 10.59 8.39 8.39 8.39
3.4479166667 10.59 9.5  9.5  9.5
3.4583333333 10.59 10.73 10.73 10.73
3.4687500000 10.59 12.07 12.07 12.07
3.4791666667 10.59 13.23 13.23 13.23
3.4895833333 10.59 14.19 14.19 14.19
3.5000000000 10.59 15  15  15
3.5104166667 10.59 15.64 15.64 15.64
3.5208333333 10.59 16.06 16.06 16.06
3.5312500000 10.59 15.9 15.9 15.9
3.5416666667 10.59 15.66 15.66 15.66
3.5520833333 10.59 15.42 15.42 15.42
3.5625000000 10.59 15.19 15.19 15.19
3.5729166667 10.59 14.97 14.97 14.97
3.5833333333 10.59 14.57 14.57 14.57
3.5937500000 10.59 14.56 14.56 14.56
3.6041666667 10.59 14.42 14.42 14.42
3.6145833333 10.59 14.2 14.2 14.2
3.6250000000 10.59 13.88 13.88 13.88
3.6354166667 10.59 13.59 13.59 13.59
3.6458333333 10.59 13.36 13.36 13.36
3.6562500000 10.59 13.09 13.09 13.09
3.6666666667 10.59 12.9 12.9 12.9
3.6770833333 10.59 12.66 12.66 12.66
3.6875000000 10.59 12.41 12.41 12.41
3.6979166667 10.59 12.16 12.16 12.16
3.7083333333 10.59 11.86 11.86 11.86
3.7187500000 10.59 11.57 11.57 11.57
3.7291666667 10.59 11.29 11.29 11.29
3.7395833333 10.59 11.03 11.03 11.03
3.7500000000 10.59 10.81 10.81 10.81
3.7604166667 10.59 10.73 10.73 10.73
3.7708333333 10.59 11.07 11.07 11.07
3.7812500000 10.59 11.19 11.19 11.19
3.7916666667 10.59 11.37 11.37 11.37
3.8020833333 10.59 11.38 11.38 11.38
3.8125000000 10.59 11.25 11.25 11.25
3.8229166667 10.59 10.85 10.85 10.85
3.8333333333 10.59 10.68 10.68 10.68
3.8437500000 10.59 10.98 10.98 10.98
3.8541666667 10.59 11.36 11.36 11.36
3.8645833333 10.59 11.63 11.63 11.63
3.8750000000 10.59 12.07 12.07 12.07
3.8854166667 10.59 11.98 11.98 11.98
3.8958333333 10.59 11.67 11.67 11.67
3.9062500000 10.59 11.69 11.69 11.69
3.9166666667 10.59 12.38 12.38 12.38
3.9270833333 10.59 12.58 12.58 12.58
3.9375000000 10.59 12.71 12.71 12.71
3.9479166667 10.59 12.89 12.89 12.89
3.9583333333 10.59 12.68 12.68 12.68
3.9687500000 10.59 13.24 13.24 13.24
3.9791666667 10.59 13.48 13.48 13.48
3.9895833333 10.59 13.56 13.56 13.56
4.0000000000 10.59 13.56 13.56 13.56
4.0104166667 10.59 13.46 13.46 13.46
4.0208333333 10.59 11.59 11.59 11.59
4.0312500000 10.59 11.38 11.38 11.38
4.0416666667 10.59 11.17 11.17 11.17
4.0520833333 10.59 10.93 10.93 10.92
4.0625000000 10.59 11.16 11.16 11.16
4.0729166667 10.59 10.75 10.75 10.75
4.0833333333 10.59 10.36 10.36 10.36
4.0937500000 10.59 10.07 10.07 10.07
4.1041666667 10.59 9.79 9.79 9.79
4.1145833333 10.59 9.38 9.38 9.38
4.1250000000 10.59 8.91 8.91 8.91
4.1354166667 10.59 8.44 8.44 8.44
4.1458333333 10.59 7.98 7.98 7.98
4.1562500000 10.59 7.53 7.53 7.53
4.1666666667 10.59 7.23 7.23 7.23
4.1770833333 10.59 6.91 6.91 6.91
4.1875000000 10.59 6.67 6.67 6.67
4.1979166667 10.59 6.6  6.6  6.6
4.2083333333 10.59 6.44 6.44 6.44
4.2187500000 10.59 6.4  6.4  6.4
4.2291666667 10.59 6.4  6.4  6.4
4.2395833333 10.59 6.39 6.39 6.39
4.2500000000 10.59 6.24 6.24 6.24
4.2604166667 10.59 6.12 6.12 6.12
4.2708333333 10.59 5.96 5.96 5.96
4.2812500000 10.59 5.85 5.85 5.85
4.2916666667 10.59 5.73 5.73 5.73
4.3020833333 10.59 5.65 5.65 5.65
4.3125000000 10.59 5.62 5.62 5.62
4.3229166667 10.59 5.64 5.64 5.64
4.3333333333 10.59 5.65 5.65 5.65
4.3437500000 10.59 5.64 5.64 5.64
4.3541666667 10.59 5.72 5.72 5.72
4.3645833333 10.59 5.84 5.84 5.84
4.3750000000 10.59 6.16 6.16 6.15
4.3854166667 10.59 6.56 6.56 6.56
4.3958333333 10.59 7.41 7.41 7.41
4.4062500000 10.59 8.54 8.54 8.54
4.4166666667 10.59 9.42 9.42 9.42
4.4270833333 10.59 10.45 10.45 10.45
4.4375000000 10.59 11.55 11.55 11.55
4.4479166667 10.59 12.67 12.67 12.67
4.4583333333 10.59 13.65 13.65 13.65
4.4687500000 10.59 14.47 14.47 14.47
4.4791666667 10.59 15.12 15.12 15.12
4.4895833333 10.59 15.26 15.26 15.26
4.5000000000 10.59 15.22 15.22 15.22
4.5104166667 10.59 15.14 15.14 15.14
4.5208333333 10.59 14.95 14.95 14.95
4.5312500000 10.59 14.9 14.9 14.9
4.5416666667 10.59 14.44 14.44 14.44
4.5520833333 10.59 14.67 14.67 14.67
4.5625000000 10.59 14.72 14.72 14.72
4.5729166667 10.59 14.54 14.54 14.54
4.5833333333 10.59 14.29 14.29 14.29
4.5937500000 10.59 13.73 13.73 13.72
4.6041666667 10.59 12.99 12.99 12.99
4.6145833333 10.59 13.39 13.39 13.39
4.6250000000 10.59 13.31 13.31 13.31
4.6354166667 10.59 13.03 13.03 13.03
4.6458333333 10.59 12.97 12.97 12.97
4.6562500000 10.59 12.35 12.35 12.35
4.6666666667 10.59 11.72 11.72 11.72
4.6770833333 10.59 11.47 11.47 11.47
4.6875000000 10.59 11.24 11.24 11.24
4.6979166667 10.59 11.16 11.16 11.16
4.7083333333 10.59 10.99 10.99 10.99
4.7187500000 10.59 10.79 10.79 10.79
4.7291666667 10.59 10.52 10.52 10.52
4.7395833333 10.59 10.42 10.42 10.42
4.7500000000 10.59 10.34 10.34 10.34
4.7604166667 10.59 10.26 10.26 10.26
4.7708333333 10.59 10.2 10.2 10.2
4.7812500000 10.59 10.68 10.68 10.68
4.7916666667 10.59 10.96 10.96 10.96
4.8020833333 10.59 11.13 11.13 11.13
4.8125000000 10.59 11.34 11.34 11.34
4.8229166667 10.59 11.07 11.07 11.07
4.8333333333 10.59 11.12 11.12 11.12
4.8437500000 10.59 11.58 11.58 11.57
4.8541666667 10.59 11.71 11.71 11.71
4.8645833333 10.59 11.87 11.87 11.87
4.8750000000 10.59 11.88 11.88 11.88
4.8854166667 10.59 11.56 11.56 11.56
4.8958333333 10.59 12.23 12.23 12.23
4.9062500000 10.59 12.44 12.44 12.44
4.9166666667 10.59 12.5 12.5 12.5
4.9270833333 10.59 12.47 12.47 12.47
4.9375000000 10.59 11.84 11.84 11.84
4.9479166667 10.59 12.45 12.45 12.45
4.9583333333 10.59 12.53 12.53 12.53
4.9687500000 10.59 12.72 12.72 12.72
4.9791666667 10.59 12.65 12.65 12.65
4.9895833333 10.59 12.3 12.3 12.3
5.0000000000 10.59 9.2  9.2  9.2
5.0104166667 10.59 9.02 9.02 9.02
5.0208333333 10.59 8.91 8.91 8.91
5.0312500000 10.59 9.13 9.13 9.13
5.0416666667 10.59 9.17 9.17 9.17
5.0520833333 10.59 9.3  9.3  9.3
5.0625000000 10.59 9.39 9.39 9.39
5.0729166667 10.59 8.88 8.88 8.88
5.0833333333 10.59 8.53 8.53 8.53
5.0937500000 10.59 8.26 8.26 8.26
5.1041666667 10.59 8.01 8.01 8
5.1145833333 10.59 7.76 7.76 7.76
5.1250000000 10.59 7.5  7.5  7.5
5.1354166667 10.59 7.22 7.22 7.22
5.1458333333 10.59 6.92 6.92 6.92
5.1562500000 10.59 6.65 6.65 6.65
5.1666666667 10.59 6.39 6.39 6.39
5.1770833333 10.59 6.14 6.14 6.14
5.1875000000 10.59 6.01 6.01 6.01
5.1979166667 10.59 5.84 5.84 5.84
5.2083333333 10.59 5.73 5.73 5.73
5.2187500000 10.59 5.65 5.65 5.65
5.2291666667 10.59 5.6  5.6  5.6
5.2395833333 10.59 5.54 5.54 5.54
5.2500000000 10.59 5.52 5.52 5.52
5.2604166667 10.59 5.53 5.53 5.53
5.2708333333 10.59 5.46 5.46 5.46
5.2812500000 10.59 5.41 5.41 5.41
5.2916666667 10.59 5.41 5.41 5.41
5.3020833333 10.59 5.43 5.43 5.43
5.3125000000 10.59 5.38 5.38 5.38
5.3229166667 10.59 5.36 5.36 5.36
5.3333333333 10.59 5.34 5.34 5.34
5.3437500000 10.59 5.31 5.31 5.31
5.3541666667 10.59 5.37 5.37 5.37
5.3645833333 10.59 5.38 5.38 5.38
5.3750000000 10.59 5.38 5.38 5.38
5.3854166667 10.59 5.57 5.57 5.57
5.3958333333 10.59 6.17 6.17 6.17
5.4062500000 10.59 6.72 6.72 6.72
5.4166666667 10.59 7.26 7.26 7.26
5.4270833333 10.59 7.9  7.9  7.9
5.4375000000 10.59 8.6  8.6  8.6
5.4479166667 10.59 9.38 9.38 9.38
5.4583333333 10.59 10.05 10.05 10.05
5.4687500000 10.59 10.6 10.6 10.6
5.4791666667 10.59 11.07 11.07 11.07
5.4895833333 10.59 11.44 11.44 11.44
5.5000000000 10.59 11.69 11.69 11.69
5.5104166667 10.59 11.59 11.59 11.59
5.5208333333 10.59 11.46 11.46 11.46
5.5312500000 10.59 11.32 11.32 11.32
5.5416666667 10.59 11.19 11.19 11.19
5.5520833333 10.59 11.06 11.06 11.06
5.5625000000 10.59 10.83 10.83 10.83
5.5729166667 10.59 10.83 10.83 10.83
5.5833333333 10.59 10.75 10.75 10.75
5.5937500000 10.59 10.63 10.63 10.62
5.6041666667 10.59 10.44 10.44 10.44
5.6145833333 10.59 10.28 10.28 10.28
5.6250000000 10.59 10.15 10.15 10.15
5.6354166667 10.59 9.99 9.99 9.99
5.6458333333 10.59 9.88 9.88 9.88
5.6562500000 10.59 9.74 9.74 9.74
5.6666666667 10.59 9.6  9.6  9.6
5.6770833333 10.59 9.45 9.45 9.45
5.6875000000 10.59 9.28 9.28 9.28
5.6979166667 10.59 9.12 9.12 9.12
5.7083333333 10.59 8.95 8.95 8.95
5.7187500000 10.59 8.8  8.8  8.8
5.7291666667 10.59 8.67 8.67 8.67
5.7395833333 10.59 8.63 8.63 8.63
5.7500000000 10.59 8.83 8.83 8.83
5.7604166667 10.59 8.9  8.9  8.9
5.7708333333 10.59 9.01 9.01 9.01
5.7812500000 10.59 9.02 9.02 9.02
5.7916666667 10.59 8.94 8.94 8.94
5.8020833333 10.59 8.71 8.71 8.71
5.8125000000 10.59 8.61 8.61 8.61
5.8229166667 10.59 8.79 8.79 8.79
5.8333333333 10.59 9.01 9.01 9.01
5.8437500000 10.59 9.17 9.17 9.16
5.8541666667 10.59 9.42 9.42 9.42
5.8645833333 10.59 9.37 9.37 9.37
5.8750000000 10.59 9.19 9.19 9.19
5.8854166667 10.59 9.2  9.2  9.2
5.8958333333 10.59 9.61 9.61 9.61
5.9062500000 10.59 9.72 9.72 9.72
5.9166666667 10.59 9.81 9.81 9.8
5.9270833333 10.59 9.91 9.91 9.91
5.9375000000 10.59 9.79 9.79 9.79
5.9479166667 10.59 10.12 10.12 10.12
5.9583333333 10.59 10.26 10.26 10.26
5.9687500000 10.59 10.31 10.31 10.31
5.9791666667 10.59 10.31 10.31 10.31
5.9895833333 10.59 10.25 10.25 10.25
6.0000000000 10.59 10.04 10.04 10.04
6.0104166667 10.59 9.89 9.89 9.89
6.0208333333 10.59 8.91 8.91 8.91
6.0312500000 10.59 9.13 9.13 9.13
6.0416666667 10.59 9.17 9.17 9.17
6.0520833333 10.59 9.3  9.3  9.3
6.0625000000 10.59 9.39 9.39 9.39
6.0729166667 10.59 8.88 8.88 8.88
6.0833333333 10.59 8.53 8.53 8.53
6.0937500000 10.59 8.26 8.26 8.26
6.1041666667 10.59 8.01 8.01 8
6.1145833333 10.59 7.76 7.76 7.76
6.1250000000 10.59 7.5  7.5  7.5
6.1354166667 10.59 7.22 7.22 7.22
6.1458333333 10.59 6.92 6.92 6.92
6.1562500000 10.59 6.65 6.65 6.65
6.1666666667 10.59 6.39 6.39 6.39
6.1770833333 10.59 6.14 6.14 6.14
6.1875000000 10.59 6.01 6.01 6.01
6.1979166667 10.59 5.84 5.84 5.84
6.2083333333 10.59 5.73 5.73 5.73
6.2187500000 10.59 5.65 5.65 5.65
6.2291666667 10.59 5.6  5.6  5.6
6.2395833333 10.59 5.54 5.54 5.54
6.2500000000 10.59 5.52 5.52 5.52
6.2604166667 10.59 5.53 5.53 5.53
6.2708333333 10.59 5.46 5.46 5.46
6.2812500000 10.59 5.41 5.41 5.41
